temperature,Voltage,power_usage,battery_health,uptime,site_type,location_type,energy_efficiency
36.9,236.35,5180.0,67.97,8,Ground,Rural,32.36
33.0,238.88,1324.0,87.67,9,Ground,Urban,88.27
30.4,235.01,1246.0,92.83,10,Rooftop,Rural,100.0
44.3,239.91,1404.0,88.0,11,Rooftop,Rural,79.08
38.4,239.14,1668.0,87.16,12,Ground,Rural,79.46
29.7,240.84,180.0,98.44,13,Ground,Rural,100.0
35.9,240.46,368.0,97.91,14,Ground,Rural,100.0
27.8,242.75,258.0,97.67,15,Ground,Urban,100.0
37.9,243.19,1528.0,86.8,16,Ground,Rural,84.47
31.1,241.74,1472.0,90.21,17,Rooftop,Rural,83.93
38.1,242.9,792.0,95.5,18,Rooftop,Rural,91.46
31.1,236.75,3252.0,82.86,19,Ground,Rural,71.55
24.7,243.29,3856.0,71.72,20,Ground,Rural,62.38
37.0,239.96,482.0,96.6,21,Ground,Urban,100.0
36.2,241.53,226.0,98.54,22,Rooftop,Rural,100.0
37.1,243.77,434.0,95.73,23,Ground,Rural,100.0
31.7,242.62,1896.0,84.42,24,Rooftop,Urban,79.7
37.4,243.94,1454.0,90.29,1,Rooftop,Rural,87.34
40.6,241.3,242.0,98.42,2,Rooftop,Rural,100.0
38.3,242.08,416.0,96.07,3,Ground,Rural,98.35
35.1,243.78,554.0,97.27,4,Ground,Urban,100.0
31.4,240.7,358.0,96.62,5,Rooftop,Rural,100.0
29.0,240.79,1304.0,92.27,6,Ground,Rural,94.65
30.8,243.93,236.0,98.11,7,Rooftop,Rural,100.0
28.7,241.62,1304.0,88.13,8,Rooftop,Rural,99.03
30.1,243.03,2106.0,86.26,9,Rooftop,Urban,82.48
31.1,237.36,1296.0,89.27,10,Ground,Rural,91.35
36.2,242.74,200.0,97.88,11,Ground,Rural,97.92
31.2,244.29,374.0,96.42,12,Rooftop,Rural,100.0
31.6,239.04,600.0,95.38,13,Ground,Urban,100.0
30.2,244.54,440.0,97.05,14,Ground,Urban,100.0
34.3,242.88,462.0,95.55,15,Rooftop,Rural,100.0
31.7,243.44,280.0,97.31,16,Ground,Urban,100.0
31.6,241.7,1680.0,82.96,17,Ground,Urban,84.81
33.5,246.18,1444.0,88.79,18,Rooftop,Rural,88.63
34.2,238.0,1438.0,88.76,19,Ground,Rural,93.75
29.3,244.81,332.0,97.62,20,Ground,Urban,100.0
34.5,242.17,162.0,98.25,21,Ground,Rural,100.0
36.6,243.25,2424.0,81.88,22,Rooftop,Urban,73.12
41.7,240.76,80.0,99.5,23,Rooftop,Rural,100.0
33.3,242.89,340.0,96.63,24,Ground,Rural,97.56
34.4,243.85,236.0,97.72,1,Ground,Urban,100.0
31.0,244.7,610.0,94.79,2,Ground,Rural,100.0
36.4,242.48,158.0,98.5,3,Rooftop,Urban,100.0
37.1,237.2,2364.0,87.08,4,Ground,Urban,81.88
40.8,236.6,3774.0,75.76,5,Ground,Urban,60.94
33.1,244.39,1318.0,88.43,6,Ground,Urban,89.57
32.0,241.64,208.0,98.17,7,Ground,Rural,100.0
31.4,244.76,218.0,98.24,8,Rooftop,Urban,100.0
37.0,242.17,1544.0,91.36,9,Ground,Rural,80.31
41.8,241.04,406.0,97.75,10,Rooftop,Rural,99.03
33.9,238.56,1172.0,88.58,11,Ground,Rural,89.51
37.2,242.74,314.0,97.27,12,Rooftop,Urban,99.94
33.4,236.66,128.0,98.39,13,Ground,Rural,100.0
41.2,242.12,2384.0,83.34,14,Ground,Rural,74.65
34.1,240.9,1482.0,85.34,15,Rooftop,Rural,84.19
33.6,240.01,410.0,96.17,16,Rooftop,Urban,100.0
31.0,238.92,1956.0,83.59,17,Ground,Urban,86.74
32.0,240.76,1300.0,87.17,18,Ground,Rural,92.06
35.9,240.78,1304.0,91.59,19,Rooftop,Rural,91.52
28.9,239.2,1384.0,90.52,20,Rooftop,Urban,97.72
27.5,241.45,392.0,95.9,21,Rooftop,Rural,100.0
30.3,239.94,136.0,99.13,22,Ground,Rural,100.0
37.5,240.16,1712.0,91.25,23,Ground,Urban,84.31
30.3,243.31,230.0,98.67,24,Ground,Rural,100.0
33.7,238.62,994.0,88.92,1,Rooftop,Urban,93.97
39.5,243.45,3124.0,68.17,2,Rooftop,Rural,57.34
40.1,244.87,328.0,97.8,3,Rooftop,Urban,99.43
43.8,234.0,1118.0,94.11,4,Ground,Rural,90.72
32.7,243.55,532.0,94.56,5,Ground,Rural,100.0
38.8,242.51,1086.0,88.42,6,Rooftop,Urban,92.12
34.8,243.36,208.0,98.7,7,Rooftop,Rural,100.0
39.1,245.24,214.0,98.05,8,Rooftop,Urban,100.0
31.8,239.22,720.0,93.7,9,Ground,Rural,99.69
37.3,241.34,426.0,97.33,10,Rooftop,Urban,97.01
31.1,234.9,306.0,97.89,11,Ground,Rural,100.0
30.1,240.06,662.0,96.41,12,Ground,Urban,100.0
37.2,241.68,1344.0,88.17,13,Rooftop,Rural,88.33
35.1,241.25,1654.0,87.21,14,Rooftop,Urban,83.22
34.4,243.44,1648.0,87.29,15,Rooftop,Rural,86.41
35.6,237.75,2320.0,77.27,16,Rooftop,Rural,75.29
38.4,242.11,1390.0,90.8,17,Rooftop,Urban,84.73
27.7,243.66,1356.0,92.12,18,Ground,Rural,94.15
40.0,247.07,218.0,98.6,19,Ground,Urban,95.22
30.5,241.87,1660.0,88.63,20,Ground,Rural,92.24
29.8,240.73,1566.0,87.99,21,Ground,Urban,92.81
36.6,239.43,1334.0,89.0,22,Rooftop,Urban,80.96
32.2,242.15,1422.0,87.14,23,Rooftop,Rural,84.28
32.2,242.21,720.0,93.69,24,Rooftop,Urban,96.62
27.4,240.71,490.0,96.92,1,Rooftop,Rural,100.0
33.1,241.26,348.0,96.59,2,Rooftop,Rural,98.63
34.4,235.36,1502.0,90.12,3,Rooftop,Rural,90.75
27.0,242.07,1006.0,92.21,4,Ground,Urban,93.99
35.1,241.67,466.0,95.5,5,Rooftop,Urban,97.7
36.0,241.42,398.0,95.98,6,Rooftop,Urban,100.0
48.7,241.32,248.0,96.98,7,Rooftop,Rural,93.55
28.7,241.98,2814.0,73.02,8,Ground,Urban,72.69
40.1,246.45,284.0,97.01,9,Ground,Urban,100.0
43.0,242.27,344.0,96.39,10,Rooftop,Rural,93.83
32.1,242.94,654.0,94.5,11,Ground,Urban,98.79
37.4,242.82,288.0,96.86,12,Rooftop,Rural,100.0
29.8,241.72,388.0,95.11,13,Ground,Rural,100.0
47.5,244.1,240.0,97.54,14,Ground,Urban,89.59
29.2,241.55,4354.0,64.66,15,Ground,Urban,51.99
38.0,241.04,408.0,95.99,16,Ground,Rural,94.22
41.0,242.54,472.0,95.73,17,Ground,Rural,96.96
36.7,234.64,534.0,96.55,18,Ground,Rural,98.51
43.8,232.17,4142.0,59.25,19,Rooftop,Rural,44.46
38.6,241.49,640.0,96.29,20,Rooftop,Urban,94.51
32.3,245.82,318.0,96.81,21,Rooftop,Urban,100.0
37.1,247.79,314.0,97.74,22,Rooftop,Urban,100.0
37.7,231.44,1844.0,89.43,23,Rooftop,Urban,82.54
26.9,236.88,1242.0,91.21,24,Ground,Rural,95.32
29.6,236.3,1772.0,83.98,1,Rooftop,Urban,85.75
41.9,241.73,1304.0,87.16,2,Rooftop,Urban,85.54
29.8,243.63,1176.0,89.06,3,Rooftop,Urban,90.63
31.4,236.88,1266.0,91.45,4,Rooftop,Rural,90.61
33.7,235.62,3584.0,62.53,5,Rooftop,Urban,57.53
39.4,240.43,6406.0,48.9,6,Rooftop,Urban,23.14
33.0,241.67,284.0,98.41,7,Ground,Rural,100.0
41.5,242.54,436.0,95.2,8,Rooftop,Urban,100.0
26.6,235.65,150.0,98.31,9,Rooftop,Urban,100.0
40.7,245.84,292.0,98.35,10,Rooftop,Urban,100.0
33.4,244.88,872.0,95.62,11,Rooftop,Urban,99.11
35.9,244.1,1174.0,85.66,12,Rooftop,Rural,89.34
39.2,239.75,204.0,98.37,13,Rooftop,Urban,99.79
34.1,243.89,246.0,97.66,14,Ground,Rural,100.0
38.9,245.26,340.0,97.32,15,Rooftop,Rural,100.0
33.2,236.74,4866.0,54.61,16,Ground,Rural,43.15
41.7,239.18,2508.0,73.46,17,Rooftop,Urban,67.01
29.5,242.92,286.0,98.29,18,Rooftop,Rural,100.0
32.7,243.59,320.0,97.6,19,Ground,Rural,100.0
32.6,235.63,1272.0,90.4,20,Ground,Urban,96.03
36.0,240.51,1804.0,87.68,21,Ground,Urban,84.43
40.5,240.9,136.0,99.14,22,Ground,Urban,100.0
33.3,244.37,2388.0,87.4,23,Rooftop,Rural,77.75
35.0,245.21,220.0,97.85,24,Ground,Rural,100.0
37.1,247.49,396.0,97.58,1,Rooftop,Rural,99.39
20.0,238.05,2262.0,82.29,2,Rooftop,Urban,87.49
36.9,241.68,302.0,98.21,3,Ground,Urban,99.04
25.3,236.1,1316.0,90.27,4,Ground,Rural,95.08
31.1,239.1,2786.0,82.45,5,Rooftop,Urban,76.1
31.4,243.82,438.0,96.59,6,Ground,Urban,100.0
40.8,242.68,250.0,98.28,7,Ground,Rural,100.0
29.3,238.27,368.0,96.46,8,Ground,Rural,100.0
34.0,245.83,1178.0,89.84,9,Rooftop,Rural,91.66
29.6,239.65,152.0,98.56,10,Rooftop,Rural,100.0
37.5,240.86,522.0,93.54,11,Ground,Urban,96.47
30.6,241.78,1258.0,92.46,12,Ground,Rural,91.35
32.5,242.79,1430.0,87.14,13,Ground,Rural,86.8
30.5,241.27,2906.0,83.32,14,Ground,Urban,75.04
40.4,238.41,1516.0,84.01,15,Rooftop,Rural,84.95
41.9,242.65,158.0,98.89,16,Ground,Rural,100.0
36.0,237.86,1536.0,88.13,17,Rooftop,Urban,88.32
32.1,238.62,1136.0,93.9,18,Ground,Urban,97.4
34.0,242.89,82.0,99.6,19,Ground,Urban,100.0
33.2,244.3,296.0,97.49,20,Rooftop,Urban,100.0
30.5,240.27,218.0,98.42,21,Rooftop,Rural,100.0
44.2,242.16,456.0,95.57,22,Rooftop,Rural,94.26
30.5,249.07,262.0,97.73,23,Ground,Rural,100.0
31.4,238.59,2240.0,77.38,24,Ground,Rural,76.27
35.7,242.6,1374.0,89.28,1,Ground,Urban,89.17
36.6,241.33,80.0,99.69,2,Ground,Rural,100.0
34.5,241.22,866.0,94.54,3,Rooftop,Urban,96.97
38.6,238.22,2054.0,88.71,4,Ground,Urban,76.51
32.1,240.2,262.0,98.2,5,Ground,Urban,100.0
37.0,244.66,318.0,96.68,6,Ground,Urban,100.0
37.1,236.56,4442.0,62.38,7,Rooftop,Urban,47.45
37.7,241.43,252.0,97.25,8,Rooftop,Rural,97.51
42.0,241.13,1356.0,88.38,9,Rooftop,Rural,85.73
35.7,238.19,1424.0,89.51,10,Ground,Rural,86.4
34.0,240.16,1658.0,90.1,11,Rooftop,Rural,89.13
29.7,237.77,2394.0,80.65,12,Rooftop,Urban,79.22
41.5,245.75,322.0,97.55,13,Rooftop,Rural,98.31
26.9,239.16,1472.0,87.93,14,Rooftop,Rural,89.55
35.6,239.95,1438.0,87.95,15,Ground,Urban,88.88
38.6,244.37,1372.0,86.31,16,Ground,Rural,82.39
42.5,240.46,760.0,95.59,17,Rooftop,Rural,90.89
36.5,240.45,2230.0,88.66,18,Rooftop,Rural,75.37
38.7,237.45,2982.0,77.62,19,Ground,Rural,67.07
32.6,238.99,2662.0,72.65,20,Rooftop,Rural,73.21
23.4,243.09,572.0,96.91,21,Rooftop,Urban,100.0
29.3,243.16,1744.0,82.4,22,Rooftop,Rural,86.84
35.9,241.2,262.0,98.23,23,Rooftop,Rural,100.0
40.0,246.24,228.0,98.42,24,Rooftop,Rural,100.0
38.9,243.23,484.0,95.86,1,Rooftop,Urban,100.0
36.5,240.0,230.0,97.99,2,Ground,Urban,100.0
30.9,240.36,348.0,96.58,3,Rooftop,Rural,100.0
33.7,240.8,234.0,98.25,4,Rooftop,Urban,100.0
37.6,243.76,948.0,91.56,5,Rooftop,Rural,96.01
37.0,244.47,346.0,96.47,6,Ground,Rural,95.43
36.4,242.15,208.0,98.23,7,Rooftop,Urban,98.61
32.1,239.09,2466.0,76.18,8,Ground,Urban,73.52
37.3,237.06,2858.0,80.18,9,Ground,Rural,67.91
46.8,242.44,416.0,97.65,10,Ground,Urban,94.59
31.5,246.72,214.0,98.56,11,Rooftop,Urban,100.0
42.2,247.16,322.0,96.66,12,Ground,Rural,95.13
36.2,236.9,2238.0,80.01,13,Ground,Urban,74.91
34.6,236.95,3548.0,64.97,14,Rooftop,Urban,54.7
44.6,241.54,406.0,94.76,15,Rooftop,Rural,100.0
36.2,232.25,196.0,98.78,16,Ground,Urban,100.0
35.2,242.09,2514.0,87.14,17,Rooftop,Rural,78.47
33.9,240.73,206.0,98.44,18,Ground,Urban,100.0
32.8,240.51,294.0,97.66,19,Rooftop,Rural,100.0
32.6,237.33,1992.0,84.06,20,Ground,Rural,80.84
34.2,240.24,2096.0,86.77,21,Rooftop,Rural,82.92
29.9,237.86,212.0,98.06,22,Ground,Rural,100.0
32.1,240.05,360.0,95.51,23,Ground,Urban,100.0
38.2,241.23,3026.0,80.28,24,Rooftop,Urban,65.97
26.8,239.72,460.0,96.76,1,Ground,Urban,100.0
23.3,240.17,440.0,97.56,2,Rooftop,Urban,100.0
41.9,241.4,378.0,97.3,3,Rooftop,Urban,100.0
37.8,238.29,1490.0,85.09,4,Rooftop,Rural,81.45
32.9,235.25,4310.0,70.75,5,Ground,Urban,49.96
37.4,241.2,312.0,97.17,6,Rooftop,Rural,100.0
23.3,239.07,1362.0,92.92,7,Ground,Rural,91.01
27.6,237.46,1490.0,85.72,8,Rooftop,Urban,86.89
38.7,241.5,1490.0,92.05,9,Ground,Rural,85.99
41.8,242.61,1770.0,90.0,10,Ground,Urban,84.82
32.8,232.67,1354.0,87.07,11,Ground,Urban,93.24
45.9,241.5,308.0,97.78,12,Ground,Urban,99.12
36.1,246.43,278.0,97.91,13,Ground,Urban,100.0
40.0,239.18,1708.0,85.1,14,Ground,Rural,82.97
39.3,239.66,2340.0,86.57,15,Ground,Urban,69.85
39.3,243.74,1370.0,91.49,16,Ground,Rural,84.72
28.4,239.51,566.0,95.56,17,Rooftop,Rural,100.0
49.9,245.28,992.0,89.42,18,Ground,Rural,79.94
35.9,243.02,244.0,97.89,19,Ground,Urban,99.19
40.0,234.33,5836.0,47.79,20,Rooftop,Urban,25.73
32.8,236.69,2790.0,75.13,21,Rooftop,Urban,65.29
32.1,248.93,644.0,94.95,22,Rooftop,Urban,96.88
33.8,240.64,862.0,95.34,23,Rooftop,Rural,97.71
40.0,242.42,586.0,94.37,24,Rooftop,Urban,92.91
37.5,242.8,1906.0,83.47,1,Ground,Urban,78.41
31.8,241.58,228.0,97.82,2,Rooftop,Urban,100.0
35.6,241.0,1540.0,90.61,3,Rooftop,Rural,89.1
28.3,234.55,1892.0,81.4,4,Rooftop,Urban,85.28
33.7,244.29,482.0,94.72,5,Ground,Urban,100.0
35.4,239.16,2358.0,77.43,6,Rooftop,Urban,72.1
27.2,241.05,156.0,98.73,7,Rooftop,Urban,100.0
27.2,242.47,220.0,98.28,8,Rooftop,Rural,100.0
43.0,246.7,358.0,96.88,9,Ground,Rural,93.47
36.2,239.18,1302.0,88.96,10,Ground,Rural,84.35
33.0,229.02,3864.0,61.94,11,Ground,Rural,48.98
39.9,243.45,384.0,97.64,12,Ground,Rural,98.11
37.3,246.22,250.0,97.16,13,Ground,Rural,100.0
30.6,240.98,1412.0,91.99,14,Rooftop,Urban,89.74
37.1,241.01,730.0,94.99,15,Ground,Rural,91.94
30.7,232.28,1524.0,91.73,16,Rooftop,Urban,92.29
37.2,236.38,5170.0,64.86,17,Rooftop,Urban,37.6
34.5,245.33,906.0,93.4,18,Rooftop,Urban,98.3
27.7,244.25,206.0,98.02,19,Rooftop,Urban,100.0
35.2,239.54,252.0,98.02,20,Rooftop,Urban,100.0
31.7,238.51,408.0,95.93,21,Ground,Urban,99.99
35.9,241.64,298.0,98.44,22,Rooftop,Urban,100.0
38.5,238.46,228.0,97.11,23,Rooftop,Rural,100.0
28.8,242.25,1644.0,87.71,24,Ground,Urban,90.24
33.3,238.69,420.0,95.61,1,Ground,Rural,97.14
29.3,238.02,1234.0,87.84,2,Rooftop,Urban,88.03
40.9,236.49,1594.0,86.74,3,Ground,Urban,80.26
32.1,241.5,434.0,97.49,4,Ground,Urban,99.89
39.6,242.03,470.0,97.12,5,Ground,Rural,99.19
38.2,239.29,246.0,97.76,6,Rooftop,Rural,100.0
34.4,240.45,986.0,94.81,7,Rooftop,Urban,98.75
35.2,240.89,1184.0,89.5,8,Ground,Rural,93.58
41.2,234.25,1494.0,89.83,9,Ground,Rural,82.62
34.9,240.93,1326.0,90.27,10,Rooftop,Rural,87.98
34.8,244.23,1724.0,88.96,11,Ground,Rural,86.71
34.1,234.12,2710.0,71.49,12,Rooftop,Urban,63.33
41.8,240.58,1402.0,88.6,13,Rooftop,Urban,84.71
41.0,235.94,1676.0,87.43,14,Rooftop,Urban,82.64
34.7,241.06,364.0,96.33,15,Ground,Urban,94.49
40.3,241.22,2510.0,74.3,16,Ground,Rural,68.57
33.6,238.73,2184.0,82.74,17,Rooftop,Urban,80.79
35.8,238.81,3308.0,75.39,18,Ground,Urban,63.58
35.4,243.01,620.0,92.84,19,Ground,Rural,95.15
33.0,240.0,1714.0,90.08,20,Ground,Rural,87.02
38.1,241.31,182.0,98.43,21,Rooftop,Urban,100.0
39.1,240.82,1628.0,86.82,22,Rooftop,Rural,76.17
37.9,244.66,226.0,98.53,23,Ground,Urban,100.0
34.2,239.74,218.0,97.79,24,Rooftop,Rural,100.0
36.6,241.57,3232.0,77.35,1,Ground,Urban,66.01
28.3,238.99,964.0,88.05,2,Ground,Rural,95.74
45.3,242.87,350.0,97.98,3,Rooftop,Urban,100.0
36.5,245.24,300.0,97.68,4,Rooftop,Rural,100.0
39.7,239.99,212.0,98.09,5,Ground,Rural,100.0
32.5,241.18,360.0,97.97,6,Rooftop,Rural,100.0
33.2,240.89,200.0,98.6,7,Rooftop,Rural,100.0
36.9,235.35,1880.0,83.97,8,Ground,Urban,81.18
37.9,245.33,346.0,96.29,9,Ground,Rural,97.93
31.5,240.73,328.0,96.9,10,Ground,Rural,100.0
38.3,243.73,1474.0,89.59,11,Rooftop,Rural,83.46
34.5,242.18,878.0,93.72,12,Ground,Rural,94.69
41.8,245.49,234.0,97.51,13,Rooftop,Urban,98.32
34.6,240.51,378.0,97.5,14,Rooftop,Urban,100.0
30.9,242.85,214.0,98.76,15,Ground,Rural,100.0
39.2,241.92,414.0,96.57,16,Ground,Rural,95.16
25.2,240.19,1314.0,88.96,17,Rooftop,Urban,96.4
38.0,239.45,202.0,97.55,18,Rooftop,Rural,100.0
35.4,233.4,530.0,96.17,19,Rooftop,Urban,100.0
38.3,240.71,260.0,98.49,20,Ground,Rural,98.93
29.9,236.64,1340.0,91.48,21,Ground,Rural,87.49
35.4,243.93,272.0,97.49,22,Rooftop,Urban,94.61
35.6,237.84,1664.0,88.62,23,Rooftop,Urban,82.15
34.5,239.67,258.0,97.95,24,Rooftop,Rural,100.0
31.5,243.22,960.0,94.78,1,Ground,Urban,98.93
38.1,239.84,1290.0,87.39,2,Ground,Urban,85.3
37.3,244.03,304.0,98.21,3,Rooftop,Rural,100.0
30.4,245.7,1720.0,91.48,4,Rooftop,Urban,90.62
30.9,238.32,1976.0,81.16,5,Ground,Rural,82.42
42.5,239.74,276.0,98.26,6,Ground,Urban,100.0
28.9,236.47,5882.0,52.47,7,Ground,Urban,35.04
32.1,240.65,234.0,98.49,8,Rooftop,Rural,100.0
26.5,239.63,698.0,94.05,9,Rooftop,Urban,100.0
44.1,239.32,1906.0,83.64,10,Ground,Rural,72.99
34.0,238.28,1382.0,85.88,11,Rooftop,Urban,85.09
35.0,242.08,572.0,95.7,12,Rooftop,Urban,95.48
39.2,240.31,1632.0,90.59,13,Rooftop,Urban,87.02
34.5,248.15,368.0,97.1,14,Ground,Rural,100.0
38.3,240.79,1950.0,80.86,15,Rooftop,Urban,79.4
37.4,245.54,322.0,97.01,16,Rooftop,Urban,93.58
24.2,244.78,1754.0,85.95,17,Rooftop,Urban,88.57
33.6,239.64,4234.0,74.9,18,Ground,Urban,54.76
32.7,238.16,520.0,94.67,19,Ground,Urban,94.85
32.2,236.67,1270.0,89.29,20,Rooftop,Rural,92.13
37.0,243.07,208.0,98.77,21,Rooftop,Urban,97.36
36.4,236.23,3186.0,77.44,22,Rooftop,Urban,65.64
31.3,242.55,362.0,96.1,23,Ground,Rural,100.0
27.9,239.99,2166.0,84.89,24,Rooftop,Rural,82.07
44.8,241.76,1330.0,92.58,1,Rooftop,Urban,84.6
28.4,245.73,1380.0,89.62,2,Ground,Urban,97.74
27.3,242.96,260.0,98.49,3,Rooftop,Urban,100.0
37.0,240.51,1494.0,85.64,4,Rooftop,Rural,80.39
33.9,238.76,1442.0,86.24,5,Ground,Rural,87.05
35.1,238.63,1020.0,91.22,6,Ground,Rural,95.85
45.6,237.86,2748.0,83.05,7,Rooftop,Urban,63.83
36.3,240.51,2814.0,79.0,8,Ground,Urban,67.31
28.9,242.47,776.0,92.83,9,Ground,Rural,100.0
35.0,239.56,1302.0,92.35,10,Rooftop,Rural,87.14
38.7,239.45,234.0,97.95,11,Rooftop,Urban,100.0
37.2,244.6,260.0,98.01,12,Rooftop,Rural,100.0
37.3,238.12,650.0,96.6,13,Rooftop,Rural,97.42
34.1,247.24,216.0,98.84,14,Rooftop,Urban,100.0
32.8,243.9,218.0,98.25,15,Rooftop,Urban,100.0
39.6,248.62,270.0,97.08,16,Ground,Urban,99.94
40.2,239.71,246.0,98.0,17,Rooftop,Rural,99.7
38.7,238.78,212.0,98.15,18,Ground,Rural,100.0
28.2,240.07,2650.0,84.38,19,Rooftop,Urban,75.13
34.7,232.96,1378.0,89.64,20,Rooftop,Rural,88.27
32.5,242.41,1400.0,92.77,21,Rooftop,Rural,96.41
37.3,239.77,1598.0,86.24,22,Ground,Rural,82.01
33.8,241.98,178.0,98.55,23,Ground,Urban,100.0
37.8,241.11,338.0,97.52,24,Ground,Rural,100.0
38.6,239.2,814.0,92.48,1,Ground,Rural,95.46
37.5,241.17,1564.0,87.07,2,Ground,Urban,83.7
26.7,239.02,330.0,96.82,3,Rooftop,Urban,100.0
38.8,247.72,340.0,97.73,4,Ground,Rural,100.0
37.9,240.72,314.0,97.39,5,Ground,Urban,100.0
32.6,241.8,1220.0,87.59,6,Ground,Urban,91.33
36.6,244.18,1420.0,92.47,7,Ground,Urban,84.95
34.9,230.39,338.0,98.21,8,Ground,Rural,100.0
34.6,237.25,1912.0,80.26,9,Rooftop,Rural,75.12
38.2,239.51,1240.0,92.6,10,Ground,Rural,89.53
33.4,246.52,268.0,97.75,11,Ground,Rural,99.34
31.6,241.18,338.0,97.84,12,Ground,Urban,100.0
36.0,235.85,5156.0,50.48,13,Rooftop,Urban,37.35
35.6,243.67,890.0,92.94,14,Rooftop,Urban,97.35
38.1,234.44,324.0,97.89,15,Rooftop,Urban,100.0
35.0,234.88,3500.0,71.25,16,Rooftop,Urban,61.14
48.9,242.97,342.0,97.51,17,Ground,Rural,95.12
35.3,237.93,266.0,98.52,18,Rooftop,Rural,100.0
30.3,241.58,202.0,98.17,19,Rooftop,Urban,100.0
32.4,242.14,136.0,98.68,20,Rooftop,Urban,100.0
23.6,241.09,202.0,97.69,21,Ground,Urban,100.0
28.7,234.48,402.0,96.9,22,Ground,Urban,100.0
32.5,241.19,142.0,98.57,23,Rooftop,Rural,100.0
27.5,232.19,1764.0,88.31,24,Rooftop,Urban,86.73
32.5,239.94,1940.0,88.23,1,Ground,Urban,85.48
33.8,240.73,266.0,97.58,2,Ground,Urban,100.0
32.0,238.47,1268.0,89.96,3,Rooftop,Rural,96.36
34.3,241.45,248.0,98.75,4,Ground,Rural,100.0
37.7,240.25,2206.0,86.56,5,Rooftop,Urban,77.28
33.1,245.45,302.0,97.28,6,Rooftop,Urban,100.0
30.7,246.72,398.0,95.95,7,Rooftop,Rural,100.0
30.3,239.47,292.0,98.14,8,Rooftop,Urban,100.0
41.4,242.33,232.0,97.69,9,Rooftop,Urban,99.24
38.7,233.56,5916.0,68.85,10,Ground,Rural,36.06
35.6,241.73,392.0,96.33,11,Ground,Rural,100.0
44.4,242.36,332.0,97.31,12,Ground,Urban,100.0
41.9,242.05,864.0,91.28,13,Ground,Urban,93.68
33.8,239.0,3910.0,61.63,14,Rooftop,Urban,49.12
36.7,242.11,234.0,98.44,15,Ground,Urban,100.0
30.0,249.43,648.0,95.86,16,Ground,Urban,100.0
36.3,240.4,2906.0,85.34,17,Rooftop,Urban,71.21
34.6,237.03,2142.0,78.87,18,Ground,Urban,75.23
25.6,238.13,2045.9999999999998,81.33,19,Rooftop,Urban,81.68
34.0,237.96,2364.0,86.17,20,Ground,Urban,84.43
30.5,242.7,248.0,97.84,21,Rooftop,Rural,100.0
28.3,244.52,406.0,95.56,22,Ground,Urban,100.0
33.7,243.3,330.0,96.87,23,Rooftop,Rural,100.0
36.0,242.19,430.0,95.53,24,Ground,Rural,100.0
38.2,247.19,328.0,96.7,1,Ground,Rural,100.0
35.8,242.19,294.0,98.47,2,Ground,Urban,100.0
40.3,240.72,80.0,99.65,3,Ground,Urban,100.0
44.7,237.4,3784.0,60.6,4,Rooftop,Urban,52.06
43.6,239.1,1302.0,86.81,5,Rooftop,Rural,78.42
26.8,241.1,396.0,97.76,6,Rooftop,Urban,100.0
23.8,244.22,214.0,97.76,7,Rooftop,Urban,100.0
44.7,245.01,328.0,96.84,8,Ground,Urban,94.86
31.9,245.16,256.0,97.77,9,Rooftop,Urban,100.0
34.5,240.2,308.0,97.75,10,Ground,Rural,100.0
48.7,234.56,288.0,97.38,11,Ground,Urban,92.0
35.1,232.29,5840.0,37.75,12,Rooftop,Rural,27.67
42.7,241.73,218.0,97.85,13,Ground,Urban,100.0
28.8,242.11,1374.0,87.52,14,Rooftop,Rural,92.1
46.8,239.51,218.0,97.67,15,Ground,Rural,98.23
35.8,243.98,214.0,98.04,16,Ground,Urban,100.0
31.8,240.28,80.0,99.6,17,Ground,Urban,100.0
32.2,240.3,336.0,96.51,18,Rooftop,Rural,100.0
21.7,237.42,1434.0,92.31,19,Rooftop,Rural,94.28
33.4,247.71,290.0,98.4,20,Ground,Rural,100.0
36.3,244.7,1862.0,84.26,21,Ground,Rural,79.32
29.6,238.87,428.0,96.67,22,Rooftop,Rural,100.0
37.1,246.98,254.0,98.06,23,Rooftop,Urban,100.0
38.0,242.55,312.0,96.68,24,Ground,Urban,97.95
37.4,238.79,734.0,93.28,1,Ground,Urban,95.08
32.9,245.16,306.0,96.57,2,Ground,Rural,100.0
43.9,241.83,1690.0,83.23,3,Ground,Urban,82.61
39.6,238.42,776.0,91.66,4,Rooftop,Rural,99.22
45.0,244.02,416.0,96.49,5,Ground,Rural,92.04
28.6,241.27,350.0,96.94,6,Rooftop,Urban,100.0
31.8,247.17,478.0,95.51,7,Rooftop,Rural,100.0
42.4,240.87,1332.0,88.88,8,Rooftop,Rural,88.39
38.6,242.18,1240.0,89.31,9,Ground,Rural,86.1
33.9,238.72,224.0,97.88,10,Ground,Urban,100.0
35.8,239.77,2352.0,83.45,11,Rooftop,Urban,82.38
34.4,244.17,140.0,99.24,12,Rooftop,Urban,100.0
37.5,240.47,446.0,95.17,13,Rooftop,Urban,100.0
38.2,235.27,236.0,98.48,14,Ground,Urban,100.0
29.0,244.07,3078.0,82.82,15,Ground,Rural,70.3
33.5,238.58,2284.0,79.88,16,Ground,Urban,79.96
32.8,242.46,1870.0,84.36,17,Ground,Rural,82.16
36.8,242.85,402.0,96.15,18,Ground,Rural,97.82
